62		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	Straight Face	0	604	0	0	0	0	0	0	0	469	64101	161	261	3	0	200	0
69	Smile	0	605	0	0	0	0	0	0	0	470	64102	162	262	3	0	201	0
70	Grin	0	606	0	0	0	0	0	0	0	471	64103	163	263	3	0	202	0
71	Smirk	0	607	0	0	0	0	0	0	0	472	64104	164	264	3	0	203	0
72	Taunt	0	608	0	0	0	0	0	0	0	473	64105	165	265	3	0	204	0
73	Shut Eyes	0	611	0	0	0	0	0	0	0	474	64106	166	266	3	0	205	0
74	Sad	0	612	0	0	0	0	0	0	0	475	64107	167	267	3	0	206	0
75	Scared	0	614	0	0	0	0	0	0	0	476	64108	168	268	3	0	207	0
76	Amazed	0	615	0	0	0	0	0	0	0	477	64109	169	269	3	0	208	0
77	Ouch	0	616	0	0	0	0	0	0	0	478	64110	170	270	3	0	209	0
78	Annoyed	0	617	0	0	0	0	0	0	0	479	64111	171	271	3	0	210	0
79	Alert	0	619	0	0	0	0	0	0	0	480	64112	172	272	3	0	211	0
80	Worried	0	620	0	0	0	0	0	0	0	481	64113	173	273	3	0	212	0
81		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	Throw	24	641	0	0	0	0	0	0	0	486	64050	180	280	1	0	92	2
86	Snowball	24	743	0	0	0	0	0	0	0	0	64050	149	249	1	0	0	2
87	Snowball	24	640	0	0	0	0	0	0	0	0	64050	149	249	1	0	0	0
88	Sleep	0	585	584	0	0	0	0	0	0	0	64054	0	0	2	3	0	0
89		0	586	0	0	0	0	0	586	0	0	64054	0	0	2	3	0	1
90	Change Pose	0	0	0	0	0	0	0	0	0	491	64068	0	0	2	0	254	0
91		0	3124	3123	0	0	0	0	0	0	0	0	0	0	4	0	0	0
92		0	3126	3125	0	0	0	0	0	0	0	0	0	0	4	0	0	0
93		0	3128	3127	0	0	0	0	0	0	0	0	0	0	4	0	0	0
94		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95		0	3132	3131	0	0	3132	0	0	0	0	0	0	0	4	2	0	0
96		0	3134	3133	0	0	3134	0	0	0	0	0	0	0	4	2	0	0
97		0	3136	3135	0	3136	0	0	0	0	0	0	0	0	4	1	0	0
98		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	Step Dance	27	570	569	0	0	0	0	0	0	502	64069	182	282	2	4	32	10
102	Harvest Dance	28	572	571	0	0	0	0	0	0	503	64070	183	283	2	5	33	10
103	Ball Dance	29	574	573	0	0	0	0	0	0	504	64071	184	284	2	6	34	10
104	Manderville Dance	30	576	575	0	0	0	0	0	0	505	64072	185	285	2	7	35	10
105	Pet	0	3177	0	0	0	3179	3179	0	3174	506	64067	186	286	1	0	48	2
106	Hand Over	0	3178	0	0	0	3180	3180	0	3176	507	64073	187	287	1	0	93	2
107		0	3182	3181	0	0	0	0	0	0	0	0	0	0	4	0	0	0
108		0	3184	3183	0	0	0	0	0	0	0	0	0	0	4	0	0	0
109	Bomb Dance	98	3188	3187	0	0	0	0	0	0	510	64074	189	288	2	8	36	10
110	Huzzah	225	741	0	0	0	0	0	0	0	511	64075	190	289	1	0	45	2
111	Slap	0	3752	0	0	0	3755	3755	0	3758	512	64076	191	290	1	0	77	2
112	Hug	0	3753	0	0	0	3756	3756	0	3759	513	64077	192	291	1	0	46	2
113	Embrace	229	3754	0	0	0	3757	3757	0	3760	514	64078	193	292	1	0	47	2
114	Most Gentlemanly	244	3764	3763	0	0	0	0	0	0	515	64079	194	293	2	9	37	10
115	Fist Bump	259	3766	0	0	0	3767	3767	0	3768	516	64080	195	294	1	0	49	2
