85	Werfen	24	641	0	0	0	0	0	0	0	486	64050	180	280	1	0	92	2
86	Schneeball	24	743	0	0	0	0	0	0	0	0	64050	149	249	1	0	0	2
87	Schneeball	24	640	0	0	0	0	0	0	0	0	64050	149	249	1	0	0	0
88	Schlafen	0	585	584	0	0	0	0	0	0	0	64054	0	0	2	3	0	0
89		0	586	0	0	0	0	0	586	0	0	64054	0	0	2	3	0	1
90	Pose \xc3\xa4ndern	0	0	0	0	0	0	0	0	0	491	64068	0	0	2	0	254	0
91		0	3124	3123	0	0	0	0	0	0	0	0	0	0	4	0	0	0
92		0	3126	3125	0	0	0	0	0	0	0	0	0	0	4	0	0	0
93		0	3128	3127	0	0	0	0	0	0	0	0	0	0	4	0	0	0
94		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95		0	3132	3131	0	0	3132	0	0	0	0	0	0	0	4	2	0	0
96		0	3134	3133	0	0	3134	0	0	0	0	0	0	0	4	2	0	0
97		0	3136	3135	0	3136	0	0	0	0	0	0	0	0	4	1	0	0
98		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	Stepptanz	27	570	569	0	0	0	0	0	0	502	64069	182	282	2	4	32	10
102	Tanz der Fruchtbarkeit	28	572	571	0	0	0	0	0	0	503	64070	183	283	2	5	33	10
103	Tanz der H\xc3\xb6flinge	29	574	573	0	0	0	0	0	0	504	64071	184	284	2	6	34	10
104	Tanz der Chevaliers	30	576	575	0	0	0	0	0	0	505	64072	185	285	2	7	35	10
105	Streicheln	0	3177	0	0	0	3179	3179	0	3174	506	64067	186	286	1	0	48	2
106	\xc3\x9cbergeben	0	3178	0	0	0	3180	3180	0	3176	507	64073	187	287	1	0	93	2
107		0	3182	3181	0	0	0	0	0	0	0	0	0	0	4	0	0	0
108		0	3184	3183	0	0	0	0	0	0	0	0	0	0	4	0	0	0
109	Feuertanz	98	3188	3187	0	0	0	0	0	0	510	64074	189	288	2	8	36	10
110	Hurra	225	741	0	0	0	0	0	0	0	511	64075	190	289	1	0	45	2
111	Schlagen	0	3752	0	0	0	3755	3755	0	3758	512	64076	191	290	1	0	77	2
112	Umarmen	0	3753	0	0	0	3756	3756	0	3759	513	64077	192	291	1	0	46	2
113	Ans Herz dr\xc3\xbccken	229	3754	0	0	0	3757	3757	0	3760	514	64078	193	292	1	0	47	2
114	Hildibrand-Pose	244	3764	3763	0	0	0	0	0	0	515	64079	194	293	2	9	37	10
115	Faustgru\xc3\x9f	259	3766	0	0	0	3767	3767	0	3768	516	64080	195	294	1	0	49	2
