194	4837	32	0
195	6209	51	0
196	4821	25	0
197	5559	30	0
198	5341	11	0
199	5055	49	0
200	4823	11	0
201	4782	13	0
202	5539	12	0
203	4791	34	0
204	4780	15	0
205	4820	17	0
206	4808	11	0
207	4839	34	0
208	4815	43	0
209	4777	12	0
210	5346	31	0
211	4824	11	0
212	5350	51	0
213	5343	14	0
214	5342	12	0
215	7010	45	0
216	5267	11	0
217	5513	10	0
218	5230	17	0
219	7008	31	0
220	5514	13	0
221	7011	33	0
222	7012	50	0
223	7029	20	0
224	7030	20	0
225	7031	20	0
226	7715	16	1
227	7716	12	1
228	7717	13	1
229	7718	13	1
230	7719	13	1
231	7720	18	1
232	7721	25	1
233	7722	27	1
234	7723	28	1
235	7724	51	0
236	7725	7	1
237	7726	11	1
238	7727	16	1
239	7728	17	1
240	7729	21	1
241	7730	36	1
242	7731	42	1
243	7732	43	1
244	7733	51	0
245	7734	51	0
246	7735	11	1
247	7736	12	1
248	7737	14	1
249	7738	23	1
250	7739	24	1
251	7740	24	1
252	7741	31	1
253	7742	32	1
254	7743	33	1
255	7744	40	1
256	7758	30	1
257	7759	46	1
258	7760	55	0
259	7761	30	1
260	7762	46	1
261	7763	55	0
262	7764	30	1
263	7765	46	1
264	7766	55	0
265	7610	55	0
266	7588	70	0
267	7589	70	0
268	5146	70	0
269	7611	55	0
270	7590	70	0
271	7591	70	0
272	7592	70	0
273	7593	70	0
274	7594	70	0
275	7595	70	0
276	8030	70	0
277	5147	70	0
278	5148	70	0
279	5149	70	0
280	5150	70	0
281	5151	70	0
282	8031	70	0
283	5365	70	0
284	8024	70	1
285	5120	80	0
286	5394	80	0
287	9519	80	0
288	9518	80	0
289	10092	50	1
290	10093	90	0
291	10096	90	0
292	10099	55	1
293	10094	31	1
294	10095	55	0
295	10097	31	1
296	10098	55	0
297	5521	30	0
298	5126	80	0
299	12531	120	0
300	12551	130	0
301	12534	130	1
302	12552	125	0
303	12553	120	0
304	12631	133	0
305	12555	136	0
306	12554	136	0
307	12537	136	1
308	12556	142	0
309	12532	139	0
310	12632	142	0
311	12557	148	0
312	12558	150	0
313	12535	145	1
314	12539	145	0
315	12533	148	0
316	12559	133	0
317	12560	145	0
318	12538	150	0
319	5127	150	0
320	5108	80	0
321	5109	120	0
322	5162	125	0
323	12941	130	0
324	5112	133	0
325	5161	136	0
326	12901	139	0
327	5214	139	0
328	5218	139	0
329	5117	142	0
330	5159	145	0
331	12942	148	0
332	12966	145	1
333	12967	145	1
334	12536	180	0
335	12540	180	0
336	12945	180	0
337	5226	180	0
338	5163	180	0
339	5160	180	0
340	5220	150	1
341	5224	150	1
342	5403	80	0
343	5384	80	0
344	12597	120	0
345	12880	130	0
346	12883	125	0
347	12878	130	1
348	12598	133	0
349	12578	133	0
350	12585	136	0
351	12893	136	1
352	12879	136	1
353	12885	136	0
354	12638	139	0
355	12887	142	0
356	12639	142	0
357	12579	145	1
358	12586	145	0
359	12642	145	0
360	12643	148	0
361	12640	148	0
362	12891	148	0
363	12641	150	0
364	12900	150	0
365	12896	80	0
366	12899	120	0
367	12877	125	0
368	12882	130	0
369	12943	133	0
370	12884	136	0
371	12889	139	0
372	12968	139	0
373	12971	139	0
374	12944	145	0
375	12897	142	0
376	12898	148	0
377	12969	145	1
378	12972	145	1
379	12634	180	0
380	12587	180	0
381	12902	180	0
382	4833	180	0
383	12903	180	0
384	12904	180	0
385	12970	150	1
386	12973	150	1
387	10335	70	1
388	0	0	0
389	0	0	0
390	0	0	0
391	0	0	0
392	0	0	0
393	0	0	0
394	0	0	0
395	0	0	0
396	0	0	0
397	0	0	0
398	0	0	0
399	0	0	0
400	0	0	0
401	2000267	4	0
402	2000265	1	0
403	2000270	4	0
404	2000268	1	0
405	2000271	1	0
406	2000273	1	0
407	2000277	8	0
408	2000275	5	0
409	2000280	8	0
410	2000278	5	0
411	2000281	5	0
412	2000283	5	0
413	2000287	13	0
414	2000285	10	0
415	2000288	13	0
416	2000268	10	0
417	2000289	10	0
418	2000293	13	0
419	2000291	10	0
420	2000295	18	0
421	2000294	15	0
422	2000296	15	0
423	2000298	15	0
424	2000308	18	0
425	2000303	15	0
426	2000302	18	0
427	2000300	15	0
428	2000306	23	0
429	2000304	20	0
430	2000307	20	0
431	2000309	20	0
432	2000271	20	0
433	2000316	28	0
434	2000311	25	0
435	2000295	28	0
436	2000294	25	0
437	2000313	25	0
438	2000315	25	0
439	2000317	25	0
440	2000464	30	0
441	2000465	33	0
442	2000466	30	0
443	2000467	30	0
444	2000468	30	0
445	2000911	35	0
446	2000912	38	0
447	2000913	35	0
448	2000914	35	0
449	2000915	35	0
450	2000916	38	0
451	2000917	40	0
452	2000918	43	0
453	2000919	40	0
454	2000920	40	0
455	2000921	40	0
456	2000922	43	0
457	2000923	45	0
458	2000924	48	0
459	2000925	45	0
460	2000926	45	0
461	2000927	45	0
462	2000928	48	0
463	2000469	1	0
464	2000470	4	0
465	2000471	1	0
466	2000472	4	0
467	2000473	1	0
468	2000474	1	0
469	2000475	5	0
470	2000476	8	0
471	2000477	5	0
472	2000478	8	0
473	2000479	5	0
474	2000480	5	0
475	2000481	10	0
476	2000482	13	0
477	2000483	10	0
478	2000484	13	0
479	2000485	10	0
480	2000486	10	0
481	2000487	13	0
482	2000488	15	0
483	2000489	18	0
484	2000490	15	0
485	2000491	15	0
486	2000492	15	0
487	2000493	18	0
488	2000494	20	0
489	2000495	23	0
490	2000496	20	0
491	2000497	20	0
492	2000498	20	0
493	2000499	25	0
494	2000500	28	0
495	2000501	25	0
496	2000502	25	0
497	2000503	25	0
498	2000504	30	0
499	2000505	33	0
500	2000506	30	0
501	2000507	30	0
502	2000508	30	0
503	2000893	35	0
504	2000894	38	0
505	2000895	35	0
506	2000896	35	0
507	2000897	35	0
508	2000898	38	0
509	2000899	40	0
510	2000900	43	0
511	2000901	40	0
512	2000902	40	0
513	2000903	40	0
514	2000904	43	0
515	2000905	45	0
516	2000906	48	0
517	2000907	45	0
518	2000908	45	0
519	2000909	45	0
520	2000910	48	0
521	6688	40	0
522	6689	45	0
523	6690	50	0
524	6691	50	0
525	6692	50	0
526	2001391	1	0
527	2001392	2	0
528	2001415	3	0
529	2001416	5	0
530	2001426	4	0
531	2001427	5	0
532	2001388	1	0
533	2001389	3	0
534	2001412	3	0
535	2001413	4	0
536	2001424	4	0
537	2001425	5	0
538	12241	136	0
539	12242	150	0
540	12243	150	0
541	2001846	50	0
542	2001845	130	0
543	2001847	50	0
544	2001849	50	0
545	2001848	130	0
546	2001851	125	0
547	2001850	136	0
548	2001852	125	0
549	2001853	125	0
550	2001855	133	0
551	2001854	142	0
552	2001856	133	0
553	2001858	133	0
554	2001857	142	0
555	2001859	139	0
556	2001860	139	0
557	2001862	139	0
558	2001861	148	0
559	2001864	145	0
560	2001863	150	0
561	2001865	145	0
562	2001867	145	0
563	2001866	150	0
564	2001823	50	0
565	2001822	130	0
566	2001824	50	0
567	2001826	50	0
568	2001825	130	0
569	2001828	125	0
570	2001827	136	0
571	2001829	125	0
572	2001830	125	0
573	2001832	133	0
574	2001831	142	0
575	2001833	133	0
576	2001835	133	0
577	2001834	142	0
578	2001836	139	0
579	2001837	139	0
580	2001839	139	0
581	2001838	148	0
582	2001841	145	0
583	2001840	150	0
584	2001842	145	0
585	2001844	145	0
586	2001843	150	0
587	12949	150	0
588	12946	150	0
589	12948	150	0
590	12947	150	0
591	12950	150	0
592	12954	180	0
593	12951	180	0
594	12953	180	0
595	12952	180	0
596	12955	180	0
597	12959	150	0
598	12956	150	0
599	12958	150	0
600	12957	150	0
601	12960	150	0
602	12964	180	0
603	12961	180	0
604	12963	180	0
605	12962	180	0
606	12965	180	0
607	0	0	0
608	0	0	0
609	0	0	0
610	0	0	0
611	0	0	0
612	0	0	0
613	0	0	0
614	0	0	0
615	0	0	0
616	0	0	0
617	0	0	0
618	0	0	0
619	0	0	0
620	0	0	0
621	0	0	0
622	0	0	0
623	0	0	0
624	0	0	0
625	0	0	0
626	0	0	0
627	0	0	0
628	0	0	0
629	0	0	0
630	0	0	0
631	0	0	0
632	0	0	0
633	0	0	0
634	0	0	0
635	0	0	0
636	0	0	0
637	0	0	0
638	0	0	0
639	0	0	0
640	0	0	0
641	0	0	0
642	0	0	0
643	0	0	0
644	0	0	0
645	0	0	0
646	0	0	0
647	0	0	0
648	0	0	0
649	0	0	0
650	0	0	0
651	0	0	0
652	0	0	0
653	0	0	0
654	0	0	0
655	0	0	0
656	0	0	0
657	0	0	0
658	0	0	0
659	0	0	0
660	0	0	0
661	0	0	0
662	0	0	0
663	0	0	0
664	0	0	0
665	0	0	0
666	0	0	0
667	0	0	0
668	0	0	0
669	0	0	0
670	0	0	0
671	0	0	0
672	0	0	0
673	0	0	0
674	0	0	0
675	0	0	0
676	0	0	0
677	0	0	0
678	0	0	0
679	0	0	0
680	0	0	0
681	0	0	0
682	0	0	0
683	0	0	0
684	0	0	0
685	0	0	0
686	0	0	0
687	0	0	0
688	0	0	0
689	0	0	0
690	0	0	0
691	0	0	0
692	0	0	0
693	0	0	0
694	0	0	0
695	0	0	0
696	0	0	0
697	0	0	0
698	0	0	0
699	0	0	0
700	0	0	0
