131165	262	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	6	0	0
131166	263	264	265	266	0	0	0	0	1	0	10	0	0	0	0	0	8	0	1
131167	268	269	270	271	2001852	0	0	0	3	0	12	0	32	0	0	0	8	0	1
131168	273	0	0	0	2001853	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131169	267	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	12	0	1
131170	272	0	0	0	2001852	0	0	0	3	0	12	0	50	0	0	0	12	0	1
131171	273	0	0	0	2001853	0	0	0	2	0	11	0	50	0	0	0	0	0	0
131172	274	275	276	277	0	0	0	0	1	0	10	0	0	0	0	0	8	0	1
131173	279	0	0	0	2001856	0	0	0	2	0	11	0	40	0	0	0	0	0	1
131174	280	281	282	283	0	0	0	0	4	0	13	0	0	0	0	0	4	0	1
131175	278	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	12	0	1
131176	279	0	0	0	2001856	0	0	0	2	0	11	0	50	0	0	0	0	0	1
131177	284	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	6	0	1
131178	285	286	287	288	2001859	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131179	290	0	0	0	2001860	0	0	0	2	0	11	0	40	0	0	0	0	0	1
131180	291	292	293	294	0	0	0	0	4	0	13	0	0	0	0	0	4	0	1
131181	289	0	0	0	2001859	0	0	0	3	0	12	0	50	0	0	0	12	0	0
131182	290	0	0	0	2001860	0	0	0	2	0	11	0	50	0	0	0	0	0	1
131183	295	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	6	0	1
131184	296	297	298	299	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131185	301	302	303	304	2001865	0	0	0	3	0	12	0	32	0	0	0	8	0	1
131186	306	307	308	309	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131187	300	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	12	0	0
131188	305	0	0	0	2001865	0	0	0	3	0	12	0	50	0	0	0	12	0	1
131189	310	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	6	0	0
131190	311	312	313	314	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131191	316	0	0	0	2001824	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131192	317	318	319	320	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131193	315	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	12	0	0
131194	316	0	0	0	2001824	0	0	0	2	0	11	0	50	0	0	0	0	0	0
131195	321	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	6	0	0
131196	322	323	324	325	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131197	327	328	329	330	2001829	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131198	332	0	0	0	2001830	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131199	326	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	12	0	0
131200	331	0	0	0	2001829	0	0	0	3	0	12	0	50	0	0	0	12	0	0
131201	332	0	0	0	2001830	0	0	0	2	0	11	0	50	0	0	0	0	0	0
131202	333	334	335	336	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131203	338	0	0	0	2001833	0	0	0	2	0	11	0	40	0	0	0	0	0	1
131204	339	340	341	342	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131205	337	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	12	0	0
131206	338	0	0	0	2001833	0	0	0	2	0	11	0	50	0	0	0	0	0	1
131207	343	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	6	0	0
131208	344	345	346	347	2001836	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131209	349	0	0	0	2001837	0	0	0	2	0	11	0	40	0	0	0	0	0	1
131210	350	351	352	353	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131211	348	0	0	0	2001836	0	0	0	3	0	12	0	50	0	0	0	12	0	0
131212	349	0	0	0	2001837	0	0	0	2	0	11	0	50	0	0	0	0	0	1
131213	354	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	6	0	0
131214	355	356	357	358	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131215	360	361	362	363	2001842	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131216	365	366	367	368	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131217	359	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	12	0	0
131218	364	0	0	0	2001842	0	0	0	3	0	12	0	50	0	0	0	12	0	0
131219	369	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	6	0	0
